batch_item_no,candidate_id,question_id,difficulty,category,source_file,source_record_id,split,refusal_expected,is_hallucination,has_citation,response_time_ms,question,context,generated_answer,lawyer_decision,lawyer_comment,corrected_answer,reviewer_name
30,5787df3bcf2e9202,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:116:tpl:3,train_pending_review,,,,,TBK m.116 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.116] Başlık: 3. Yardımcı kişilerin / Borçlu, borcun ifasını veya bir borç ilişkisinden doğan
hakkın kullanılmasını, birlikte yaşadığı kişiler ya da yanında çalışanlar gibi yardımcılarına kanuna uygun surette bırakmış olsa bile, onların işi yürüttükleri sırada diğer tarafa verdikleri zararı gidermekle yükümlüdür. Yardımcı kişilerin fiilinden doğan sorumluluk, önceden yapılan bir anlaşmayla tamamen veya kısmen kaldırılabilir. Uzmanlığı gerektiren bir hizmet, meslek veya sanat, ancak kanun veya yetkili makamlar tarafından verilen izinle yürütülebiliyorsa, borçlunun yardımcı kişilerin fiillerinden sorumlu olmayacağına ilişkin anlaşma kesin olarak hükümsüzdür. B. Borçlunun temerrüdü","Özet: ""hakkın kullanılmasını, birlikte yaşadığı kişiler ya da yanında çalışanlar gibi yardımcılarına kanuna uygun surette bırakmış olsa bile, onların işi yürüttükleri sırada diğer tarafa verdikleri zararı gidermekle yükümlüdür."" [Kaynak: TBK m.116]",,,,
31,5c8fce256bfe1d19,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:117:tpl:2,train_pending_review,,,,,TBK m.117 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.117] Başlık: I. Koşulları / Muaccel bir borcun borçlusu, alacaklının ihtarıyla
temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur. Ancak sebepsiz zenginleşenin iyiniyetli olduğu hâllerde temerrüt için bildirim şarttır. II. Hükümleri","Madde metni şu kuralı içerir: ""temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur."" [Kaynak: TBK m.117]",,,,
32,5ffb7219530b0d77,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:107:tpl:4,train_pending_review,,,,,TBK m.107 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.107] Başlık: 1. Bir şeyin teslimine / Alacaklının temerrüde düşmesi durumunda borçlu, hasar
ve giderleri alacaklıya ait olmak üzere, teslim edeceği şeyi tevdi ederek borcundan kurtulabilir. Tevdi yerini, ifa yerindeki hâkim belirler. Bununla birlikte ticari mallar, hâkim kararı olmadan da bir ardiyeye tevdi edilebilir. b. Satma hakkı","Doğrudan metin dayanağı: ""ve giderleri alacaklıya ait olmak üzere, teslim edeceği şeyi tevdi ederek borcundan kurtulabilir."" [Kaynak: TBK m.107]",,,,
33,60ae7f502268492e,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:102:tpl:2,train_pending_review,,,,,TBK m.102 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.102] Başlık: Kanunen geçerli bir açıklama yapılmadığı veya makbuzda
bir açıklık bulunmadığı durumda ödeme, muaccel borç için yapılmış sayılır. Birden çok borç muaccel ise ödemenin, borçluya karşı ilk olarak takip edilen borç için yapılmış olduğu kabul edilir. Takip yapılmamış ise ödeme, vadesi ilk önce gelmiş olan borç için yapılmış olur. Birden çok borcun vadesi aynı zamanda gelmişse, mahsup orantılı olarak; borçlardan hiçbirinin vadesi gelmemişse ödeme, güvencesi en az olan borç için yapılmış sayılır. III. Makbuz ve senetlerin geri verilmesi","Madde metni şu kuralı içerir: ""bir açıklık bulunmadığı durumda ödeme, muaccel borç için yapılmış sayılır. Birden çok borç muaccel ise ödemenin, borçluya karşı ilk olarak takip edilen borç için yapılmış olduğu kabul edilir."" [Kaynak: TBK m.102]",,,,
34,64e5a9e6351a4a96,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:G2:tpl:1,train_pending_review,,,,,TBK Geçici m.2'e göre temel kural nedir?,"[Kaynak: TBK Geçici m.2]
(Ek: 14/7/2023-7456/23 md.) Konut kiraları bakımından 2/7/2023 ilâ 1/7/2024 (bu tarihler dâhil) tarihleri arasında yenilenen kira dönemlerinde uygulanacak kira bedeline ilişkin anlaşmalar, bir önceki kira yılına ait kira bedelinin yüzde yirmi beşini geçmemek koşuluyla geçerlidir. Bir önceki kira yılının tüketici fiyat endeksindeki oniki aylık ortalamalara göre değişim oranının yüzde yirmi beşin altında kalması halinde değişim oranı geçerlidir. Bu kural, bir yıldan daha uzun süreli kira sözleşmelerinde de uygulanır. Bu oranları geçecek şekilde yapılan sözleşmeler, fazla miktar yönünden geçersizdir. Bu fıkra hükmü, 344 üncü maddenin ikinci fıkrası uyarınca hâkim tarafından verilecek kararlar bakımından da uygulanır. Yürürlük","TBK Geçici m.2 metnine göre: ""(Ek: 14/7/2023-7456/23 md.) Konut kiraları bakımından 2/7/2023 ilâ 1/7/2024 (bu tarihler dâhil) tarihleri arasında yenilenen kira dönemlerinde uygulanacak kira bedeline ilişkin anlaşmalar, bir önceki kira yılına ait kira bedelinin yüzde yirmi beşini geçmemek koşuluyla geçerlidir."" [Kaynak: TBK Geçici m.2]",,,,
35,68166a622e8f3db8,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:120:tpl:2,train_pending_review,,,,,TBK m.120 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.120] Başlık: 2. Temerrüt faizi / Uygulanacak yıllık temerrüt faizi oranı,
sözleşmede kararlaştırılmamışsa, faiz borcunun doğduğu tarihte yürürlükte olan mevzuat hükümlerine göre belirlenir. Sözleşme ile kararlaştırılacak yıllık temerrüt faizi oranı, birinci fıkra uyarınca belirlenen yıllık faiz oranının yüzde yüz fazlasını aşamaz. Akdî faiz oranı kararlaştırılmakla birlikte sözleşmede temerrüt faizi kararlaştırılmamışsa ve yıllık akdî faiz oranı da birinci fıkrada belirtilen faiz oranından fazla ise, temerrüt faizi oranı hakkında akdî faiz oranı geçerli olur. b. Faizlerde, iratlarda ve bağışlamada temerrüt faizi","Madde metni şu kuralı içerir: ""sözleşmede kararlaştırılmamışsa, faiz borcunun doğduğu tarihte yürürlükte olan mevzuat hükümlerine göre belirlenir."" [Kaynak: TBK m.120]",,,,
36,6867e5e784825555,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:116:tpl:2,train_pending_review,,,,,TBK m.116 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.116] Başlık: 3. Yardımcı kişilerin / Borçlu, borcun ifasını veya bir borç ilişkisinden doğan
hakkın kullanılmasını, birlikte yaşadığı kişiler ya da yanında çalışanlar gibi yardımcılarına kanuna uygun surette bırakmış olsa bile, onların işi yürüttükleri sırada diğer tarafa verdikleri zararı gidermekle yükümlüdür. Yardımcı kişilerin fiilinden doğan sorumluluk, önceden yapılan bir anlaşmayla tamamen veya kısmen kaldırılabilir. Uzmanlığı gerektiren bir hizmet, meslek veya sanat, ancak kanun veya yetkili makamlar tarafından verilen izinle yürütülebiliyorsa, borçlunun yardımcı kişilerin fiillerinden sorumlu olmayacağına ilişkin anlaşma kesin olarak hükümsüzdür. B. Borçlunun temerrüdü","Madde metni şu kuralı içerir: ""hakkın kullanılmasını, birlikte yaşadığı kişiler ya da yanında çalışanlar gibi yardımcılarına kanuna uygun surette bırakmış olsa bile, onların işi yürüttükleri sırada diğer tarafa verdikleri zararı gidermekle yükümlüdür."" [Kaynak: TBK m.116]",,,,
37,6ddace916bc60618,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:110:tpl:2,train_pending_review,,,,,TBK m.110 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.110] Başlık: 2. Diğer edimlerde / Borcun konusu bir şeyin teslimini gerektirmiyorsa,
alacaklının temerrüdü hâlinde borçlu, borçlunun temerrüdüne ilişkin hükümlere göre sözleşmeden dönebilir.","Madde metni şu kuralı içerir: ""alacaklının temerrüdü hâlinde borçlu, borçlunun temerrüdüne ilişkin hükümlere göre sözleşmeden dönebilir."" [Kaynak: TBK m.110]",,,,
38,70a1749abd4952cc,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:117:tpl:4,train_pending_review,,,,,TBK m.117 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.117] Başlık: I. Koşulları / Muaccel bir borcun borçlusu, alacaklının ihtarıyla
temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur. Ancak sebepsiz zenginleşenin iyiniyetli olduğu hâllerde temerrüt için bildirim şarttır. II. Hükümleri","Doğrudan metin dayanağı: ""temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur."" [Kaynak: TBK m.117]",,,,
39,713ec54153bb3d4d,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:101:tpl:1,train_pending_review,,,,,TBK m.101'e göre temel kural nedir?,"[Kaynak: TBK m.101] Başlık: 2. Birden çok borçta / Birden çok borcu bulunan borçlu, ödeme gününde bu
borçlardan hangisini ödemek istediğini alacaklıya bildirebilir. Borçlu bildirimde bulunmazsa, yapılan ödeme, kendisi tarafından derhâl itiraz edilmiş olmadıkça, alacaklının makbuzda gösterdiği borç için yapılmış sayılır. b. Kanuna göre","TBK m.101 metnine göre: ""borçlardan hangisini ödemek istediğini alacaklıya bildirebilir. Borçlu bildirimde bulunmazsa, yapılan ödeme, kendisi tarafından derhâl itiraz edilmiş olmadıkça, alacaklının makbuzda gösterdiği borç için yapılmış sayılır."" [Kaynak: TBK m.101]",,,,
40,71ebc843889d6c38,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:10:tpl:1,train_pending_review,,,,,TBK m.10'e göre temel kural nedir?,"[Kaynak: TBK m.10] Başlık: 7. Önerinin ve kabulün / Geri alma
açıklaması, diğer tarafa öneriden önce veya aynı anda ulaşmış ya da daha sonra ulaşmakla birlikte diğer tarafça öneriden önce öğrenilmiş olursa, öneri yapılmamış sayılır. Bu kural, kabulün geri alınmasında da uygulanır.","TBK m.10 metnine göre: ""açıklaması, diğer tarafa öneriden önce veya aynı anda ulaşmış ya da daha sonra ulaşmakla birlikte diğer tarafça öneriden önce öğrenilmiş olursa, öneri yapılmamış sayılır."" [Kaynak: TBK m.10]",,,,
41,74a408beb06a4788,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:101:tpl:4,train_pending_review,,,,,TBK m.101 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.101] Başlık: 2. Birden çok borçta / Birden çok borcu bulunan borçlu, ödeme gününde bu
borçlardan hangisini ödemek istediğini alacaklıya bildirebilir. Borçlu bildirimde bulunmazsa, yapılan ödeme, kendisi tarafından derhâl itiraz edilmiş olmadıkça, alacaklının makbuzda gösterdiği borç için yapılmış sayılır. b. Kanuna göre","Doğrudan metin dayanağı: ""borçlardan hangisini ödemek istediğini alacaklıya bildirebilir. Borçlu bildirimde bulunmazsa, yapılan ödeme, kendisi tarafından derhâl itiraz edilmiş olmadıkça, alacaklının makbuzda gösterdiği borç için yapılmış sayılır."" [Kaynak: TBK m.101]",,,,
42,750702c1a033a8b0,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:11:tpl:1,train_pending_review,,,,,TBK m.11'e göre temel kural nedir?,"[Kaynak: TBK m.11] Başlık: III. Hazır olmayanlar / Hazır olmayanlar arasında kurulan sözleşmeler, kabulün
gönderildiği andan başlayarak hüküm doğurur. Açık bir kabulün gerekli olmadığı durumlarda, sözleşme önerinin ulaşma anından başlayarak hüküm doğurur. B. Sözleşmelerin şekli","TBK m.11 metnine göre: ""gönderildiği andan başlayarak hüküm doğurur. Açık bir kabulün gerekli olmadığı durumlarda, sözleşme önerinin ulaşma anından başlayarak hüküm doğurur."" [Kaynak: TBK m.11]",,,,
43,770a69e81b7eecea,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:1:tpl:1,train_pending_review,,,,,TBK m.1'e göre temel kural nedir?,"[Kaynak: TBK m.1] Başlık: Sözleşme, tarafların iradelerini karşılıklı ve birbirine
uygun olarak açıklamalarıyla kurulur. İrade açıklaması, açık veya örtülü olabilir.","TBK m.1 metnine göre: ""uygun olarak açıklamalarıyla kurulur. İrade açıklaması, açık veya örtülü olabilir."" [Kaynak: TBK m.1]",,,,
44,78cc5f51c0162b5b,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:104:tpl:4,train_pending_review,,,,,TBK m.104 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.104] Başlık: 2. Hükümleri / Faiz veya kira bedeli gibi dönemsel edimlerden biri
için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır. Alacaklı anaparanın tamamı için makbuz vermişse, faizlerini de almış olduğu kabul edilir. Borç senedi borçluya geri verilmişse, borç sona ermiş sayılır.","Doğrudan metin dayanağı: ""için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır."" [Kaynak: TBK m.104]",,,,
45,7f583d571072595f,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:104:tpl:3,train_pending_review,,,,,TBK m.104 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.104] Başlık: 2. Hükümleri / Faiz veya kira bedeli gibi dönemsel edimlerden biri
için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır. Alacaklı anaparanın tamamı için makbuz vermişse, faizlerini de almış olduğu kabul edilir. Borç senedi borçluya geri verilmişse, borç sona ermiş sayılır.","Özet: ""için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır."" [Kaynak: TBK m.104]",,,,
46,840d857f3dc4c0a9,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:107:tpl:1,train_pending_review,,,,,TBK m.107'e göre temel kural nedir?,"[Kaynak: TBK m.107] Başlık: 1. Bir şeyin teslimine / Alacaklının temerrüde düşmesi durumunda borçlu, hasar
ve giderleri alacaklıya ait olmak üzere, teslim edeceği şeyi tevdi ederek borcundan kurtulabilir. Tevdi yerini, ifa yerindeki hâkim belirler. Bununla birlikte ticari mallar, hâkim kararı olmadan da bir ardiyeye tevdi edilebilir. b. Satma hakkı","TBK m.107 metnine göre: ""ve giderleri alacaklıya ait olmak üzere, teslim edeceği şeyi tevdi ederek borcundan kurtulabilir."" [Kaynak: TBK m.107]",,,,
47,87c326d6e62abcc8,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:110:tpl:3,train_pending_review,,,,,TBK m.110 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.110] Başlık: 2. Diğer edimlerde / Borcun konusu bir şeyin teslimini gerektirmiyorsa,
alacaklının temerrüdü hâlinde borçlu, borçlunun temerrüdüne ilişkin hükümlere göre sözleşmeden dönebilir.","Özet: ""alacaklının temerrüdü hâlinde borçlu, borçlunun temerrüdüne ilişkin hükümlere göre sözleşmeden dönebilir."" [Kaynak: TBK m.110]",,,,
48,87e9b84baa0e184a,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:105:tpl:4,train_pending_review,,,,,TBK m.105 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.105] Başlık: 3. Senedin geri / Alacaklı, borç senedini kaybettiğini iddia ederse,
borçlunun istemi üzerine, borcu ödeme sırasında, kendisine borç senedinin iptalini ve borcun sona ermiş olduğunu gösteren resmen düzenlenmiş veya usulüne göre onaylanmış bir belge vermek zorundadır. Kıymetli evrakın iptaline ilişkin hükümler saklıdır. E. Alacaklının temerrüdü","Doğrudan metin dayanağı: ""borçlunun istemi üzerine, borcu ödeme sırasında, kendisine borç senedinin iptalini ve borcun sona ermiş olduğunu gösteren resmen düzenlenmiş veya usulüne göre onaylanmış bir belge vermek zorundadır."" [Kaynak: TBK m.105]",,,,
49,8a068be76b5a4cf9,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:1:tpl:4,train_pending_review,,,,,TBK m.1 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.1] Başlık: Sözleşme, tarafların iradelerini karşılıklı ve birbirine
uygun olarak açıklamalarıyla kurulur. İrade açıklaması, açık veya örtülü olabilir.","Doğrudan metin dayanağı: ""uygun olarak açıklamalarıyla kurulur. İrade açıklaması, açık veya örtülü olabilir."" [Kaynak: TBK m.1]",,,,
50,8a4cfae0a51ca924,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:106:tpl:2,train_pending_review,,,,,TBK m.106 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.106] Başlık: I. Koşulları / Yapma veya verme
edimi gereği gibi kendisine önerilen alacaklı, haklı bir sebep olmaksızın onu kabulden veya borçlunun borcunu ifa edebilmesi için kendisi tarafından yapılması gereken hazırlık fiillerini yapmaktan kaçınırsa, temerrüde düşmüş olur. Alacaklı, müteselsil borçlulardan birine karşı temerrüde düşerse, diğerlerine karşı da temerrüde düşmüş olur. II. Hükümleri","Madde metni şu kuralı içerir: ""edimi gereği gibi kendisine önerilen alacaklı, haklı bir sebep olmaksızın onu kabulden veya borçlunun borcunu ifa edebilmesi için kendisi tarafından yapılması gereken hazırlık fiillerini yapmaktan kaçınırsa, temerrüde düşmüş olur."" [Kaynak: TBK m.106]",,,,
51,9110d6b460aa3bfa,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:104:tpl:1,train_pending_review,,,,,TBK m.104'e göre temel kural nedir?,"[Kaynak: TBK m.104] Başlık: 2. Hükümleri / Faiz veya kira bedeli gibi dönemsel edimlerden biri
için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır. Alacaklı anaparanın tamamı için makbuz vermişse, faizlerini de almış olduğu kabul edilir. Borç senedi borçluya geri verilmişse, borç sona ermiş sayılır.","TBK m.104 metnine göre: ""için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır."" [Kaynak: TBK m.104]",,,,
52,92127ca7dc607269,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:107:tpl:3,train_pending_review,,,,,TBK m.107 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.107] Başlık: 1. Bir şeyin teslimine / Alacaklının temerrüde düşmesi durumunda borçlu, hasar
ve giderleri alacaklıya ait olmak üzere, teslim edeceği şeyi tevdi ederek borcundan kurtulabilir. Tevdi yerini, ifa yerindeki hâkim belirler. Bununla birlikte ticari mallar, hâkim kararı olmadan da bir ardiyeye tevdi edilebilir. b. Satma hakkı","Özet: ""ve giderleri alacaklıya ait olmak üzere, teslim edeceği şeyi tevdi ederek borcundan kurtulabilir."" [Kaynak: TBK m.107]",,,,
53,936844e74080e8de,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:108:tpl:2,train_pending_review,,,,,TBK m.108 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.108] Başlık: Sözleşmenin konusu olan şeyin niteliği veya işin
özelliği tevdi edilmesine uygun düşmez veya teslim edilecek şey bozulabilir ya da bakımı, korunması veya tevdi edilmesi önemli bir gideri gerektirir ise, borçlu, alacaklıya önceden ihtarda bulunması koşuluyla, hâkimin izniyle onu açık artırma yoluyla sattırıp bedelini tevdi edebilir. Teslim edilecek şey, borsada kayıtlıysa veya piyasa fiyatı varsa ya da yapılacak gidere oranla değeri az ise, satışın açık artırma yoluyla yapılması zorunlu olmadığı gibi, hâkim, önceden ihtarda bulunma koşulunu aramaksızın satışa izin verebilir. c. Tevdi konusunu geri alma","Madde metni şu kuralı içerir: ""özelliği tevdi edilmesine uygun düşmez veya teslim edilecek şey bozulabilir ya da bakımı, korunması veya tevdi edilmesi önemli bir gideri gerektirir ise, borçlu, alacaklıya önceden ihtarda bulunması koşuluyla, hâkimin izniyle onu açık artırma yoluyla sattırıp bedelini tevdi edebilir."" [Kaynak: TBK m.108]",,,,
54,93c874bfb2a1df65,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:112:tpl:1,train_pending_review,,,,,TBK m.112'e göre temel kural nedir?,"[Kaynak: TBK m.112] Başlık: 1. Genel olarak / Borç hiç veya gereği gibi ifa edilmezse borçlu, kendisine
hiçbir kusurun yüklenemeyeceğini ispat etmedikçe, alacaklının bundan doğan zararını gidermekle yükümlüdür.","TBK m.112 metnine göre: ""hiçbir kusurun yüklenemeyeceğini ispat etmedikçe, alacaklının bundan doğan zararını gidermekle yükümlüdür."" [Kaynak: TBK m.112]",,,,
55,9f2f65548a5cda7a,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:12:tpl:1,train_pending_review,,,,,TBK m.12'e göre temel kural nedir?,"[Kaynak: TBK m.12] Başlık: I. Genel kural / Sözleşmelerin geçerliliği, kanunda aksi öngörülmedikçe,
hiçbir şekle bağlı değildir. Kanunda sözleşmeler için öngörülen şekil, kural olarak geçerlilik şeklidir. Öngörülen şekle uyulmaksızın kurulan sözleşmeler hüküm doğurmaz. II. Yazılı şekil","TBK m.12 metnine göre: ""hiçbir şekle bağlı değildir. Kanunda sözleşmeler için öngörülen şekil, kural olarak geçerlilik şeklidir."" [Kaynak: TBK m.12]",,,,
56,9f4445b047ed89bb,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:106:tpl:1,train_pending_review,,,,,TBK m.106'e göre temel kural nedir?,"[Kaynak: TBK m.106] Başlık: I. Koşulları / Yapma veya verme
edimi gereği gibi kendisine önerilen alacaklı, haklı bir sebep olmaksızın onu kabulden veya borçlunun borcunu ifa edebilmesi için kendisi tarafından yapılması gereken hazırlık fiillerini yapmaktan kaçınırsa, temerrüde düşmüş olur. Alacaklı, müteselsil borçlulardan birine karşı temerrüde düşerse, diğerlerine karşı da temerrüde düşmüş olur. II. Hükümleri","TBK m.106 metnine göre: ""edimi gereği gibi kendisine önerilen alacaklı, haklı bir sebep olmaksızın onu kabulden veya borçlunun borcunu ifa edebilmesi için kendisi tarafından yapılması gereken hazırlık fiillerini yapmaktan kaçınırsa, temerrüde düşmüş olur."" [Kaynak: TBK m.106]",,,,
57,a1dcf5fd204ae142,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:109:tpl:2,train_pending_review,,,,,TBK m.109 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.109] Başlık: Alacaklı, tevdi edilen şeyi kabul ettiğini açıklamış
veya tevdi bir rehnin ortadan kaldırılması sonucunu doğurmuş olmadıkça borçlu, tevdi edilen şeyi geri alabilir. Tevdi edilen şey geri alındığı anda alacak, bütün yan haklarıyla birlikte varlığını sürdürür.","Madde metni şu kuralı içerir: ""veya tevdi bir rehnin ortadan kaldırılması sonucunu doğurmuş olmadıkça borçlu, tevdi edilen şeyi geri alabilir."" [Kaynak: TBK m.109]",,,,
58,a719d9ca566eadc3,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:115:tpl:4,train_pending_review,,,,,TBK m.115 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.115] Başlık: 2. Sorumsuzluk anlaşması / Borçlunun ağır kusurundan sorumlu olmayacağına ilişkin
önceden yapılan anlaşma kesin olarak hükümsüzdür. Borçlunun alacaklı ile hizmet sözleşmesinden kaynaklanan herhangi bir borç sebebiyle sorumlu olmayacağına ilişkin olarak önceden yaptığı her türlü anlaşma kesin olarak hükümsüzdür. Uzmanlığı gerektiren bir hizmet, meslek veya sanat, ancak kanun ya da yetkili makamlar tarafından verilen izinle yürütülebiliyorsa, borçlunun hafif kusurundan sorumlu olmayacağına ilişkin önceden yapılan anlaşma kesin olarak hükümsüzdür.","Doğrudan metin dayanağı: ""önceden yapılan anlaşma kesin olarak hükümsüzdür. Borçlunun alacaklı ile hizmet sözleşmesinden kaynaklanan herhangi bir borç sebebiyle sorumlu olmayacağına ilişkin olarak önceden yaptığı her türlü anlaşma kesin olarak hükümsüzdür."" [Kaynak: TBK m.115]",,,,
59,a77a25666e443757,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:12:tpl:3,train_pending_review,,,,,TBK m.12 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.12] Başlık: I. Genel kural / Sözleşmelerin geçerliliği, kanunda aksi öngörülmedikçe,
hiçbir şekle bağlı değildir. Kanunda sözleşmeler için öngörülen şekil, kural olarak geçerlilik şeklidir. Öngörülen şekle uyulmaksızın kurulan sözleşmeler hüküm doğurmaz. II. Yazılı şekil","Özet: ""hiçbir şekle bağlı değildir. Kanunda sözleşmeler için öngörülen şekil, kural olarak geçerlilik şeklidir."" [Kaynak: TBK m.12]",,,,
